;a;b;di;elev;ht;rh;rmse;rs;spd
142;-9999;-9999;-9999;0.5;0.920524589344;71.2472870183;-9999;-9999;-9999
143;-9999;-9999;-9999;0.5;0.929095446983;71.7472679799;-9999;-9999;-9999
144;-9999;-9999;-9999;0.5;0.937695722958;72.2472489414;-9999;-9999;-9999
145;-9999;-9999;-9999;0.5;0.946325417179;72.7472299029;-9999;-9999;-9999
146;-9999;-9999;-9999;0.5;0.954984529557;73.2472108645;-9999;-9999;-9999
147;-9999;-9999;-9999;0.5;0.963673060001;73.747191826;-9999;-9999;-9999
148;-9999;-9999;-9999;0.5;0.972391008423;74.2471727875;-9999;-9999;-9999
149;-9999;-9999;-9999;0.5;0.981138374729;74.747153749;-9999;-9999;-9999
150;-9999;-9999;-9999;0.5;0.989915158832;75.2471347106;-9999;-9999;-9999
151;-9999;-9999;-9999;0.5;0.998721360636;75.7471156721;-9999;-9999;-9999
152;-9999;-9999;-9999;0.5;1.00755698006;76.2470966336;-9999;-9999;-9999
153;-9999;-9999;-9999;0.5;1.01642201699;76.7470775952;-9999;-9999;-9999
154;-9999;-9999;-9999;0.5;1.02531647136;77.2470585567;-9999;-9999;-9999
155;-9999;-9999;-9999;0.5;1.03424034306;77.7470395182;-9999;-9999;-9999
156;-9999;-9999;-9999;0.5;1.04319363201;78.2470204798;-9999;-9999;-9999
157;-9999;-9999;-9999;0.5;1.05217633811;78.7470014413;-9999;-9999;-9999
158;-9999;-9999;-9999;0.5;1.06118846126;79.2469824028;-9999;-9999;-9999
159;-9999;-9999;-9999;0.5;1.07023000138;79.7469633644;-9999;-9999;-9999
160;-9999;-9999;-9999;0.5;1.07930095837;80.2469443259;-9999;-9999;-9999
161;-9999;-9999;-9999;0.5;1.08840133213;80.7469252874;-9999;-9999;-9999
162;-9999;-9999;-9999;0.5;1.09753112257;81.246906249;-9999;-9999;-9999
163;-9999;-9999;-9999;0.5;1.1066903296;81.7468872105;-9999;-9999;-9999
164;-9999;-9999;-9999;0.5;1.11587895312;82.246868172;-9999;-9999;-9999
165;-9999;-9999;-9999;0.5;1.12509699304;82.7468491336;-9999;-9999;-9999
166;-9999;-9999;-9999;0.5;1.13434444925;83.2468300951;-9999;-9999;-9999
167;-9999;-9999;-9999;0.5;1.14362132167;83.7468110566;-9999;-9999;-9999
168;-9999;-9999;-9999;0.5;1.1529276102;84.2467920182;-9999;-9999;-9999
169;-9999;-9999;-9999;0.5;1.16226331474;84.7467729797;-9999;-9999;-9999
170;-9999;-9999;-9999;0.5;1.17162843519;85.2467539412;-9999;-9999;-9999
171;-9999;-9999;-9999;0.5;1.18102297145;85.7467349028;-9999;-9999;-9999
172;-9999;-9999;-9999;0.5;1.19044692344;86.2467158643;-9999;-9999;-9999
173;-9999;-9999;-9999;0.5;1.19990029105;86.7466968258;-9999;-9999;-9999
174;-9999;-9999;-9999;0.5;1.20938307417;87.2466777873;-9999;-9999;-9999
175;-9999;-9999;-9999;0.5;1.21889527273;87.7466587489;-9999;-9999;-9999
176;-9999;-9999;-9999;0.5;1.22843688661;88.2466397104;-9999;-9999;-9999
177;-9999;-9999;-9999;0.5;1.23800791571;88.7466206719;-9999;-9999;-9999
178;-9999;-9999;-9999;0.5;1.24760835994;89.2466016335;-9999;-9999;-9999
179;-9999;-9999;-9999;0.5;1.2572382192;89.746582595;-9999;-9999;-9999
180;-9999;-9999;-9999;0.5;1.26689749338;90.2465635565;-9999;-9999;-9999
181;-9999;-9999;-9999;0.5;1.2765861824;90.7465445181;-9999;-9999;-9999
182;-9999;-9999;-9999;0.5;1.28630428614;91.2465254796;-9999;-9999;-9999
183;-9999;-9999;-9999;0.5;1.2960518045;91.7465064411;-9999;-9999;-9999
184;-9999;-9999;-9999;0.5;1.30582873739;92.2464874027;-9999;-9999;-9999
185;-9999;-9999;-9999;0.5;1.3156350847;92.7464683642;-9999;-9999;-9999
186;-9999;-9999;-9999;0.5;1.32547084633;93.2464493257;-9999;-9999;-9999
187;-9999;-9999;-9999;0.5;1.33533602218;93.7464302873;-9999;-9999;-9999
188;-9999;-9999;-9999;0.5;1.34523061214;94.2464112488;-9999;-9999;-9999
